idxNodes,NodeName,c_index
871,12917.0,436
872,1.0,437
873,12919.0,437
874,1.0,438
875,12920.0,438
876,1.0,439
877,12921.0,439
878,0.0,440
879,12922.0,440
880,1.0,441
881,12923.0,441
882,1.0,442
883,12924.0,442
884,1.0,443
885,12925.0,443
886,1.0,444
887,12928.0,444
888,0.0,445
889,12929.0,445
890,1.0,446
891,12930.0,446
892,1.0,447
893,12931.0,447
894,1.0,448
895,12933.0,448
896,1.0,449
897,12935.0,449
898,1.0,450
899,12936.0,450
900,1.0,451
901,12937.0,451
902,1.0,452
903,12938.0,452
904,1.0,453
905,12939.0,453
906,1.0,454
907,12940.0,454
908,1.0,455
909,12942.0,455
910,1.0,456
911,12944.0,456
912,0.0,457
913,12945.0,457
914,1.0,458
915,12947.0,458
916,1.0,459
917,12948.0,459
918,1.0,460
919,12949.0,460
920,1.0,461
921,12950.0,461
922,0.0,462
923,12951.0,462
924,1.0,463
925,12952.0,463
926,1.0,464
927,12953.0,464
928,1.0,465
929,12955.0,465
930,0.0,466
931,12956.0,466
932,1.0,467
933,12957.0,467
934,1.0,468
935,12962.0,468
936,1.0,469
937,12963.0,469
938,1.0,470
939,12965.0,470
940,1.0,471
941,12966.0,471
942,0.0,472
943,12967.0,472
944,1.0,473
945,12968.0,473
946,0.0,474
947,12970.0,474
948,2.0,475
949,12971.0,475
950,0.0,476
951,12974.0,476
952,0.0,477
953,12976.0,477
954,0.0,478
955,12977.0,478
956,1.0,479
957,12980.0,479
958,1.0,480
959,12981.0,480
960,0.0,481
961,12982.0,481
962,1.0,482
963,12984.0,482
964,1.0,483
965,12985.0,483
966,1.0,484
967,12987.0,484
968,0.0,485
969,12988.0,485
970,1.0,486
971,12989.0,486
972,1.0,487
973,12990.0,487
974,1.0,488
975,12991.0,488
976,1.0,489
977,12993.0,489
978,1.0,490
979,12994.0,490
980,1.0,491
981,12995.0,491
982,1.0,492
983,12997.0,492
984,0.0,493
985,12999.0,493
986,1.0,494
987,13000.0,494
988,1.0,495
989,13001.0,495
990,0.0,496
991,13002.0,496
992,1.0,497
993,13003.0,497
994,1.0,498
995,13004.0,498
996,0.0,499
997,13005.0,499
998,1.0,500
999,13006.0,500
1000,0.0,501
1001,13008.0,501
1002,0.0,502
1003,13011.0,502
1004,1.0,503
1005,13012.0,503
1006,1.0,504
1007,13013.0,504
1008,1.0,505
1009,13014.0,505
1010,1.0,506
1011,13015.0,506
1012,1.0,507
1013,13016.0,507
1014,1.0,508
1015,13018.0,508
1016,1.0,509
1017,13021.0,509
1018,1.0,510
1019,13023.0,510
1020,1.0,511
1021,13026.0,511
1022,1.0,512
1023,13027.0,512
1024,1.0,513
1025,13028.0,513
1026,1.0,514
1027,13029.0,514
1028,1.0,515
1029,13030.0,515
1030,1.0,516
1031,13032.0,516
1032,0.0,517
1033,13033.0,517
1034,1.0,518
1035,13034.0,518
1036,1.0,519
1037,13035.0,519
1038,1.0,520
1039,13037.0,520
1040,1.0,521
1041,13038.0,521
1042,1.0,522
1043,13040.0,522
1044,0.0,523
1045,13043.0,523
1046,0.0,524
1047,13044.0,524
1048,1.0,525
1049,13045.0,525
1050,1.0,526
1051,13046.0,526
1052,1.0,527
1053,13047.0,527
1054,1.0,528
1055,13048.0,528
1056,1.0,529
1057,13049.0,529
1058,1.0,530
1059,13050.0,530
1060,0.0,531
1061,13052.0,531
1062,1.0,532
1063,13055.0,532
1064,1.0,533
1065,13058.0,533
1066,0.0,534
1067,13059.0,534
1068,0.0,535
1069,13060.0,535
1070,1.0,536
1071,13061.0,536
1072,0.0,537
1073,13062.0,537
1074,1.0,538
1075,13064.0,538
1076,0.0,539
1077,13065.0,539
1078,1.0,540
1079,13066.0,540
1080,1.0,541
1081,13067.0,541
1082,1.0,542
1083,13068.0,542
1084,1.0,543
1085,13069.0,543
1086,0.0,544
1087,13070.0,544
1088,0.0,545
1089,13072.0,545
1090,1.0,546
1091,13075.0,546
1092,0.0,547
1093,13077.0,547
1094,1.0,548
1095,13078.0,548
1096,1.0,549
1097,13079.0,549
1098,0.0,550
1099,13080.0,550
1100,1.0,551
1101,13081.0,551
1102,1.0,552
1103,13082.0,552
1104,1.0,553
1105,13083.0,553
1106,0.0,554
1107,13085.0,554
1108,2.0,555
1109,13089.0,555
1110,1.0,556
1111,13090.0,556
1112,1.0,557
1113,13091.0,557
1114,1.0,558
1115,13092.0,558
1116,0.0,559
1117,13093.0,559
1118,1.0,560
1119,13094.0,560
1120,1.0,561
1121,13095.0,561
1122,1.0,562
1123,13097.0,562
1124,1.0,563
1125,13098.0,563
1126,1.0,564
1127,13099.0,564
1128,0.0,565
1129,13101.0,565
1130,1.0,566
1131,13102.0,566
1132,1.0,567
1133,13103.0,567
1134,1.0,568
1135,13104.0,568
1136,1.0,569
1137,13106.0,569
1138,1.0,570
1139,13107.0,570
1140,0.0,571
1141,13108.0,571
1142,1.0,572
1143,13109.0,572
1144,1.0,573
1145,13110.0,573
1146,1.0,574
1147,13113.0,574
1148,1.0,575
1149,13115.0,575
1150,1.0,576
1151,13116.0,576
1152,1.0,577
1153,13117.0,577
1154,1.0,578
1155,13118.0,578
1156,0.0,579
1157,13120.0,579
1158,0.0,580
1159,13121.0,580
1160,1.0,581
1161,13122.0,581
1162,1.0,582
1163,13124.0,582
1164,1.0,583
1165,13126.0,583
1166,1.0,584
1167,13127.0,584
1168,1.0,585
1169,13130.0,585
1170,1.0,586
1171,13131.0,586
1172,0.0,587
1173,13132.0,587
1174,0.0,588
1175,13133.0,588
1176,1.0,589
1177,13134.0,589
1178,0.0,590
1179,13135.0,590
1180,1.0,591
1181,13136.0,591
1182,1.0,592
1183,13137.0,592
1184,1.0,593
1185,13138.0,593
1186,1.0,594
1187,13139.0,594
1188,1.0,595
1189,13140.0,595
1190,1.0,596
1191,13141.0,596
1192,1.0,597
1193,13142.0,597
1194,0.0,598
1195,13144.0,598
1196,1.0,599
1197,13145.0,599
1198,1.0,600
1199,13146.0,600
1200,1.0,601
1201,13147.0,601
1202,1.0,602
1203,13148.0,602
1204,1.0,603
1205,13149.0,603
1206,0.0,604
1207,13151.0,604
1208,1.0,605
1209,13155.0,605
1210,1.0,606
1211,13157.0,606
1212,1.0,607
1213,13158.0,607
1214,1.0,608
1215,13159.0,608
1216,1.0,609
1217,13160.0,609
1218,0.0,610
1219,13161.0,610
1220,1.0,611
1221,13162.0,611
1222,1.0,612
1223,13165.0,612
1224,0.0,613
1225,13166.0,613
1226,1.0,614
1227,13167.0,614
1228,1.0,615
1229,13168.0,615
1230,1.0,616
1231,13169.0,616
1232,1.0,617
1233,13170.0,617
1234,1.0,618
1235,13171.0,618
1236,0.0,619
1237,13173.0,619
1238,1.0,620
1239,13174.0,620
1240,1.0,621
1241,13176.0,621
1242,1.0,622
1243,13177.0,622
1244,1.0,623
1245,13178.0,623
1246,1.0,624
1247,13182.0,624
1248,1.0,625
1249,13183.0,625
1250,1.0,626
1251,13184.0,626
1252,0.0,627
1253,13185.0,627
1254,1.0,628
1255,13186.0,628
1256,0.0,629
1257,13187.0,629
1258,1.0,630
1259,13188.0,630
1260,1.0,631
1261,13189.0,631
1262,1.0,632
1263,13192.0,632
1264,1.0,633
1265,13193.0,633
1266,1.0,634
1267,13194.0,634
1268,1.0,635
1269,13196.0,635
1270,1.0,636
1271,13198.0,636
1272,1.0,637
1273,13199.0,637
1274,1.0,638
1275,13200.0,638
1276,1.0,639
1277,13203.0,639
1278,1.0,640
1279,13207.0,640
1280,1.0,641
1281,13208.0,641
1282,1.0,642
1283,13209.0,642
1284,1.0,643
1285,13210.0,643
1286,1.0,644
1287,13211.0,644
1288,1.0,645
1289,13212.0,645
1290,1.0,646
1291,13213.0,646
1292,0.0,647
1293,13216.0,647
1294,1.0,648
1295,13217.0,648
1296,1.0,649
1297,13218.0,649
1298,1.0,650
1299,13220.0,650
1300,0.0,651
1301,13221.0,651
1302,0.0,652
1303,13223.0,652
1304,1.0,653
1305,13224.0,653
1306,1.0,654
1307,13225.0,654
1308,0.0,655
1309,13226.0,655
1310,0.0,656
1311,13227.0,656
1312,1.0,657
1313,13228.0,657
1314,0.0,658
1315,13229.0,658
1316,1.0,659
1317,13230.0,659
1318,1.0,660
1319,13232.0,660
1320,1.0,661
1321,13233.0,661
1322,0.0,662
1323,13235.0,662
1324,1.0,663
1325,13236.0,663
1326,1.0,664
1327,13238.0,664
1328,0.0,665
1329,13239.0,665
1330,1.0,666
1331,13240.0,666
1332,1.0,667
1333,13242.0,667
1334,0.0,668
1335,13243.0,668
1336,1.0,669
1337,13244.0,669
1338,1.0,670
1339,13245.0,670
1340,1.0,671
1341,13246.0,671
1342,1.0,672
1343,13247.0,672
1344,1.0,673
1345,13248.0,673
1346,1.0,674
1347,13249.0,674
1348,0.0,675
1349,13253.0,675
1350,1.0,676
1351,13255.0,676
1352,1.0,677
1353,13258.0,677
1354,1.0,678
1355,13259.0,678
1356,1.0,679
1357,13260.0,679
1358,0.0,680
1359,13261.0,680
1360,0.0,681
1361,13262.0,681
1362,1.0,682
1363,13263.0,682
1364,1.0,683
1365,13265.0,683
1366,1.0,684
1367,13266.0,684
1368,1.0,685
1369,13267.0,685
1370,1.0,686
1371,13268.0,686
1372,1.0,687
1373,13269.0,687
1374,0.0,688
1375,13270.0,688
1376,1.0,689
1377,13271.0,689
1378,1.0,690
1379,13272.0,690
1380,1.0,691
1381,13273.0,691
1382,1.0,692
1383,13276.0,692
1384,1.0,693
1385,13277.0,693
1386,1.0,694
1387,13278.0,694
1388,1.0,695
1389,13279.0,695
1390,1.0,696
1391,13280.0,696
1392,1.0,697
1393,13282.0,697
1394,1.0,698
1395,13283.0,698
1396,0.0,699
1397,13284.0,699
1398,1.0,700
1399,13285.0,700
1400,0.0,701
1401,13291.0,701
1402,1.0,702
1403,13292.0,702
1404,0.0,703
1405,13294.0,703
1406,0.0,704
1407,13295.0,704
1408,1.0,705
1409,13296.0,705
1410,1.0,706
1411,13297.0,706
1412,0.0,707
1413,13299.0,707
1414,0.0,708
1415,13300.0,708
1416,1.0,709
1417,13301.0,709
1418,0.0,710
1419,13302.0,710
1420,0.0,711
1421,13304.0,711
1422,1.0,712
1423,13305.0,712
1424,1.0,713
1425,13307.0,713
1426,1.0,714
1427,13308.0,714
1428,1.0,715
1429,13309.0,715
1430,1.0,716
1431,13310.0,716
1432,0.0,717
1433,13311.0,717
1434,1.0,718
1435,13313.0,718
1436,1.0,719
1437,13314.0,719
1438,1.0,720
1439,13316.0,720
1440,1.0,721
1441,13317.0,721
1442,1.0,722
1443,13318.0,722
1444,1.0,723
1445,13319.0,723
1446,1.0,724
1447,13320.0,724
1448,1.0,725
1449,13321.0,725
1450,1.0,726
1451,13322.0,726
1452,1.0,727
1453,13323.0,727
1454,1.0,728
1455,13324.0,728
1456,1.0,729
1457,13325.0,729
1458,1.0,730
1459,13327.0,730
1460,0.0,731
1461,13328.0,731
1462,1.0,732
1463,13329.0,732
1464,1.0,733
1465,13330.0,733
1466,1.0,734
1467,13332.0,734
1468,1.0,735
1469,13334.0,735
1470,1.0,736
1471,13336.0,736
1472,0.0,737
1473,13338.0,737
1474,0.0,738
1475,13339.0,738
1476,1.0,739
1477,13340.0,739
1478,0.0,740
1479,13341.0,740
1480,0.0,741
1481,13343.0,741
1482,1.0,742
1483,13344.0,742
1484,0.0,743
1485,13345.0,743
1486,1.0,744
1487,13347.0,744
1488,1.0,745
1489,13348.0,745
1490,1.0,746
1491,13349.0,746
1492,1.0,747
1493,13350.0,747
1494,1.0,748
1495,13351.0,748
1496,1.0,749
1497,13352.0,749
1498,1.0,750
1499,13354.0,750
1500,1.0,751
1501,13355.0,751
1502,1.0,752
1503,13356.0,752
1504,0.0,753
1505,13357.0,753
1506,0.0,754
1507,13358.0,754
1508,1.0,755
1509,13359.0,755
1510,1.0,756
1511,13362.0,756
1512,1.0,757
1513,13363.0,757
1514,1.0,758
1515,13364.0,758
1516,1.0,759
1517,13365.0,759
1518,1.0,760
1519,13366.0,760
1520,0.0,761
1521,13368.0,761
1522,0.0,762
1523,13369.0,762
1524,0.0,763
1525,13370.0,763
1526,1.0,764
1527,13372.0,764
1528,1.0,765
1529,13373.0,765
1530,1.0,766
1531,13375.0,766
1532,1.0,767
1533,13376.0,767
1534,1.0,768
1535,13379.0,768
1536,1.0,769
1537,13381.0,769
1538,0.0,770
1539,13382.0,770
1540,1.0,771
1541,13384.0,771
1542,0.0,772
1543,13385.0,772
1544,1.0,773
1545,13388.0,773
1546,1.0,774
1547,13389.0,774
1548,1.0,775
1549,13390.0,775
1550,0.0,776
1551,13391.0,776
1552,1.0,777
1553,13394.0,777
1554,0.0,778
1555,13395.0,778
1556,1.0,779
1557,13396.0,779
1558,1.0,780
1559,13397.0,780
1560,0.0,781
1561,13398.0,781
1562,1.0,782
1563,13402.0,782
1564,1.0,783
1565,13403.0,783
1566,0.0,784
1567,13404.0,784
1568,1.0,785
1569,13405.0,785
1570,2.0,786
1571,13408.0,786
1572,1.0,787
1573,13410.0,787
1574,1.0,788
