antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,connection,dummy-index
SPACEBOY MINI BACKPACK,DOLLY GIRL MINI BACKPACK,0.03033504376697857,0.02173256866888017,0.015997585270147902,0.527363184079602,24.266030956329462,0.015338326848408555,2.069807933658475,0.9887849643932163,1299.0,1.0
FELTCRAFT PRINCESS CHARLOTTE DOLL,FELTCRAFT PRINCESS LOLA DOLL,0.028825837609417447,0.02897675822517356,0.017657712043465137,0.6125654450261779,21.139888743455494,0.016822432716418933,2.5062897186350246,0.9809734425119041,828.0,1.0
FELTCRAFT PRINCESS LOLA DOLL,FELTCRAFT PRINCESS CHARLOTTE DOLL,0.02897675822517356,0.028825837609417447,0.017657712043465137,0.609375,21.139888743455497,0.016822432716418933,2.4862058557198914,0.9811259096307278,828.0,1.0
GARDENERS KNEELING PAD CUP OF TEA ,GARDENERS KNEELING PAD KEEP CALM ,0.0516148505885904,0.06414126169634772,0.03652278901297917,0.7076023391812866,11.031936704506364,0.03321214737395851,3.200636884998491,0.9588447112172591,1447.0,1.0
GARDENERS KNEELING PAD KEEP CALM ,GARDENERS KNEELING PAD CUP OF TEA ,0.06414126169634772,0.0516148505885904,0.03652278901297917,0.5694117647058824,11.031936704506364,0.03321214737395851,2.2025338169390665,0.9716787881453405,1447.0,1.0
GLASS APOTHECARY BOTTLE ELIXIR,GLASS APOTHECARY BOTTLE PERFUME,0.01524298219136734,0.01977060066405071,0.010413522487171747,0.6831683168316831,34.55475776585292,0.010112159573336986,3.0938490416540896,0.9860913987450718,2040.0,1.0
GLASS APOTHECARY BOTTLE ELIXIR,GLASS APOTHECARY BOTTLE TONIC,0.01524298219136734,0.018261394506489587,0.011017204950196197,0.7227722772277227,39.579248833974304,0.010738846838944242,3.5412713983873054,0.9898220752637379,1680.0,1.0
GLASS APOTHECARY BOTTLE PERFUME,GLASS APOTHECARY BOTTLE ELIXIR,0.01977060066405071,0.01524298219136734,0.010413522487171747,0.5267175572519084,34.55475776585292,0.010112159573336986,2.0806962795634014,0.990646093427497,2040.0,1.0
GLASS APOTHECARY BOTTLE PERFUME,GLASS APOTHECARY BOTTLE TONIC,0.01977060066405071,0.018261394506489587,0.012828252339269545,0.648854961832061,35.5315122074317,0.01246721360091305,2.795820811296736,0.9914576823801113,1555.0,1.0
GLASS APOTHECARY BOTTLE TONIC,GLASS APOTHECARY BOTTLE ELIXIR,0.018261394506489587,0.01524298219136734,0.011017204950196197,0.6033057851239669,39.579248833974304,0.010738846838944242,2.482408315725928,0.9928653406757708,1680.0,1.0
GLASS APOTHECARY BOTTLE TONIC,GLASS APOTHECARY BOTTLE PERFUME,0.018261394506489587,0.01977060066405071,0.012828252339269545,0.7024793388429752,35.53151220743171,0.01246721360091305,3.2946599255458295,0.9899335352895962,1555.0,1.0
GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.028222155146392997,0.024750980984002413,0.01992152127980682,0.7058823529411764,28.519368723098996,0.019222995254450884,3.315846664654391,0.992959569291298,2183.0,1.0
GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER ,0.028222155146392997,0.031995170540295804,0.020676124358587383,0.732620320855615,22.89784078296842,0.01977315169166385,3.6203380621792944,0.9841012171496004,1976.0,1.0
PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.024750980984002413,0.028222155146392997,0.01992152127980682,0.8048780487804879,28.519368723098996,0.019222995254450884,4.980361454874737,0.9894253585061384,2183.0,1.0
PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER ,0.024750980984002413,0.031995170540295804,0.018412315122245698,0.7439024390243902,23.250460193281178,0.017620403264622924,3.7798283816997973,0.9812776839125076,49.0,1.0
ROSES REGENCY TEACUP AND SAUCER ,GREEN REGENCY TEACUP AND SAUCER,0.031995170540295804,0.028222155146392997,0.020676124358587383,0.6462264150943396,22.89784078296842,0.01977315169166385,2.7468920414528624,0.9879369718157587,1976.0,1.0
ROSES REGENCY TEACUP AND SAUCER ,PINK REGENCY TEACUP AND SAUCER,0.031995170540295804,0.024750980984002413,0.018412315122245698,0.5754716981132075,23.250460193281178,0.017620403264622924,2.2972532447932386,0.9886212025947338,49.0,1.0
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER BIRD DESIGN,0.056444310292785994,0.05448234228795654,0.02897675822517356,0.5133689839572193,9.42266727894885,0.025901539991594363,1.942986835078595,0.9473451828748133,379.0,1.0
HAND WARMER BIRD DESIGN,HAND WARMER SCOTTY DOG DESIGN,0.05448234228795654,0.056444310292785994,0.02897675822517356,0.5318559556786704,9.42266727894885,0.025901539991594363,2.0155242839307945,0.9453794227188081,379.0,1.0
MONSTERS STENCIL CRAFT,HAPPY STENCIL CRAFT,0.014337458496830668,0.01856323573800181,0.011620887413220645,0.8105263157894735,43.6629867351305,0.01135473779126016,5.179805144716098,0.9913101750492654,1696.0,1.0
HAPPY STENCIL CRAFT,MONSTERS STENCIL CRAFT,0.01856323573800181,0.014337458496830668,0.011620887413220645,0.6260162601626016,43.6629867351305,0.01135473779126016,2.635575926193257,0.995578464285215,1696.0,1.0
HEART WOODEN CHRISTMAS DECORATION,STAR WOODEN CHRISTMAS DECORATION,0.019468759432538486,0.018865076969514036,0.013582855418050106,0.6976744186046512,36.98232558139535,0.013215575772854316,3.245292437716223,0.9922784875070545,2395.0,1.0
STAR WOODEN CHRISTMAS DECORATION,HEART WOODEN CHRISTMAS DECORATION,0.018865076969514036,0.019468759432538486,0.013582855418050106,0.72,36.982325581395344,0.013215575772854316,3.501897287740934,0.9916679485207404,2395.0,1.0
MINI PLAYING CARDS SPACEBOY ,MINI PLAYING CARDS DOLLY GIRL ,0.01916691820102626,0.015997585270147902,0.010262601871415635,0.5354330708661418,33.46961818451939,0.009955977463128768,2.11810689272358,0.9890797679280975,334.0,1.0
MINI PLAYING CARDS DOLLY GIRL ,MINI PLAYING CARDS SPACEBOY ,0.015997585270147902,0.01916691820102626,0.010262601871415635,0.6415094339622641,33.46961818451939,0.009955977463128768,2.736008070281348,0.9858940815590039,334.0,1.0
PINK FLORAL FELTCRAFT SHOULDER BAG,RED FLORAL FELTCRAFT SHOULDER BAG,0.01584666465439179,0.018865076969514036,0.01056444310292786,0.6666666666666666,35.33866666666666,0.010265494554512682,2.9434047690914578,0.9873485661708328,1578.0,1.0
RED FLORAL FELTCRAFT SHOULDER BAG,PINK FLORAL FELTCRAFT SHOULDER BAG,0.018865076969514036,0.01584666465439179,0.01056444310292786,0.56,35.33866666666667,0.010265494554512682,2.2367121257854734,0.9903860944470082,1578.0,1.0
POPPY'S PLAYHOUSE KITCHEN,POPPY'S PLAYHOUSE BEDROOM ,0.017204950196196802,0.01524298219136734,0.012224569876245095,0.7105263157894736,46.61334028139655,0.011962315126801105,3.4018878797025476,0.9956774956774956,759.0,1.0
POPPY'S PLAYHOUSE BEDROOM ,POPPY'S PLAYHOUSE KITCHEN,0.01524298219136734,0.017204950196196802,0.012224569876245095,0.801980198019802,46.61334028139656,0.011962315126801105,4.963115001509207,0.9936937703987513,759.0,1.0
REGENCY SUGAR BOWL GREEN,REGENCY MILK JUG PINK ,0.013130093570781768,0.01569574403863568,0.011017204950196197,0.839080459770115,53.459106984969054,0.01081111836230587,6.116747876331338,0.9943500221013225,1841.0,1.0
REGENCY MILK JUG PINK ,REGENCY SUGAR BOWL GREEN,0.01569574403863568,0.013130093570781768,0.011017204950196197,0.7019230769230769,53.459106984969054,0.01081111836230587,3.3107893635044734,0.9969418574855181,1841.0,1.0
REGENCY TEA PLATE ROSES ,REGENCY TEA PLATE GREEN ,0.016601267733172352,0.014790220344099004,0.011319046181708422,0.6818181818181818,46.09925788497217,0.011073509773943422,3.0963735932042598,0.9948229997953755,82.0,1.0
REGENCY TEA PLATE ROSES ,ROSES REGENCY TEACUP AND SAUCER ,0.016601267733172352,0.031995170540295804,0.011620887413220645,0.7,21.87830188679245,0.011089727020912685,3.2266827648656804,0.9704025256511445,430.0,1.0
REGENCY TEA PLATE GREEN ,GREEN REGENCY TEACUP AND SAUCER,0.014790220344099004,0.028222155146392997,0.01056444310292786,0.7142857142857143,25.309396485867076,0.01014703120972736,3.4012224569876244,0.9749080882352942,1592.0,1.0
REGENCY TEA PLATE GREEN ,REGENCY TEA PLATE ROSES ,0.014790220344099004,0.016601267733172352,0.011319046181708422,0.7653061224489797,46.099257884972175,0.011073509773943422,4.1901337287890925,0.9929942810457516,82.0,1.0
RIBBON REEL CHRISTMAS SOCK BAUBLE,RIBBON REEL CHRISTMAS PRESENT ,0.022487171747660732,0.022487171747660732,0.01252641110775732,0.5570469798657718,24.771767037520828,0.01202073821454853,2.206809263781796,0.9817072830460332,1420.0,1.0
RIBBON REEL CHRISTMAS PRESENT ,RIBBON REEL CHRISTMAS SOCK BAUBLE,0.022487171747660732,0.022487171747660732,0.01252641110775732,0.5570469798657718,24.771767037520828,0.01202073821454853,2.206809263781796,0.9817072830460332,1420.0,1.0
SET 12 COLOUR PENCILS SPACEBOY ,SET 12 COLOUR PENCILS DOLLY GIRL ,0.03486266223966194,0.026863869604587986,0.01931783881678237,0.5541125541125541,20.626684177245977,0.0183812928043073,2.1824703506926233,0.9858898553557466,174.0,1.0
SET 12 COLOUR PENCILS DOLLY GIRL ,SET 12 COLOUR PENCILS SPACEBOY ,0.026863869604587986,0.03486266223966194,0.01931783881678237,0.7191011235955056,20.626684177245973,0.0183812928043073,3.435888922426803,0.9777862321650123,174.0,1.0
SET 36 COLOUR PENCILS DOLLY GIRL,SET 36 COLOUR PENCILS SPACEBOY ,0.014941140959855116,0.020072441895562933,0.011017204950196197,0.7373737373737373,36.73562694615326,0.01071729976642609,3.731262625089972,0.9875333441069866,773.0,1.0
SET 36 COLOUR PENCILS SPACEBOY ,SET 36 COLOUR PENCILS DOLLY GIRL,0.020072441895562933,0.014941140959855116,0.011017204950196197,0.5488721804511278,36.73562694615327,0.01071729976642609,2.183547137538988,0.9927044720447099,773.0,1.0
SET OF 6 SNACK LOAF BAKING CASES,SET OF 12 MINI LOAF BAKING CASES,0.027165710836100213,0.03350437669785693,0.018261394506489587,0.6722222222222222,20.06371371371371,0.01735122429737183,2.94863071515908,0.9766912916716881,2209.0,1.0
SET OF 6 SNACK LOAF BAKING CASES,SET OF 6 TEA TIME BAKING CASES,0.027165710836100213,0.02852399637790522,0.014639299728342891,0.5388888888888889,18.892475014697236,0.013864425090850748,2.106815429541892,0.973515102469045,2304.0,1.0
SET OF 12 MINI LOAF BAKING CASES,SET OF 6 SNACK LOAF BAKING CASES,0.03350437669785693,0.027165710836100213,0.018261394506489587,0.545045045045045,20.063713713713714,0.01735122429737183,2.1383090316275815,0.983096824815069,2209.0,1.0
SET OF 12 MINI LOAF BAKING CASES,SET OF 6 TEA TIME BAKING CASES,0.03350437669785693,0.02852399637790522,0.017204950196196802,0.5135135135135136,18.002860002860007,0.01624927147662316,1.9969228963343062,0.977193530359315,2219.0,1.0
SET OF 6 TEA TIME BAKING CASES,SET OF 12 MINI LOAF BAKING CASES,0.02852399637790522,0.03350437669785693,0.017204950196196802,0.6031746031746033,18.002860002860004,0.01624927147662316,2.435568970721401,0.9721838384994647,2219.0,1.0
SET OF 6 TEA TIME BAKING CASES,SET OF 6 SNACK LOAF BAKING CASES,0.02852399637790522,0.027165710836100213,0.014639299728342891,0.5132275132275133,18.892475014697236,0.013864425090850748,1.9985400070867072,0.9748762390112575,2304.0,1.0
SET OF 3 WOODEN HEART DECORATIONS,SET OF 3 WOODEN STOCKING DECORATION,0.042710534258979777,0.03591910654995473,0.02429821913673408,0.568904593639576,15.838495115360631,0.022764094905880293,2.2363515807078924,0.9786618593588277,1189.0,1.0
SET OF 3 WOODEN HEART DECORATIONS,SET OF 3 WOODEN TREE DECORATIONS,0.042710534258979777,0.033202535466344704,0.02324177482644129,0.5441696113074205,16.389399293286218,0.021823676797920983,2.120958778783135,0.9808788090358325,377.0,1.0
SET OF 3 WOODEN STOCKING DECORATION,SET OF 3 WOODEN HEART DECORATIONS,0.03591910654995473,0.042710534258979777,0.02429821913673408,0.676470588235294,15.83849511536063,0.022764094905880293,2.9588947122904257,0.971767716642618,1189.0,1.0
SET OF 3 WOODEN STOCKING DECORATION,SET OF 3 WOODEN SLEIGH DECORATIONS,0.03591910654995473,0.03244793238756414,0.021883489284636282,0.6092436974789915,18.776040648817666,0.02071798854388164,2.4761009902339755,0.9820136894608426,1162.0,1.0
SET OF 3 WOODEN STOCKING DECORATION,SET OF 3 WOODEN TREE DECORATIONS,0.03591910654995473,0.033202535466344704,0.02520374283127075,0.7016806722689075,21.133346065699005,0.024011137422126464,3.2408140360423934,0.9881758086831971,2481.0,1.0
SET OF 3 WOODEN TREE DECORATIONS,SET OF 3 WOODEN HEART DECORATIONS,0.033202535466344704,0.042710534258979777,0.02324177482644129,0.7,16.389399293286218,0.021823676797920983,3.1909648858034005,0.9712323268364478,377.0,1.0
SET OF 3 WOODEN TREE DECORATIONS,SET OF 3 WOODEN SLEIGH DECORATIONS,0.033202535466344704,0.03244793238756414,0.02173256866888017,0.6545454545454545,20.17217758985201,0.02065521504297252,2.8008086167728408,0.9830670898810143,202.0,1.0
SET OF 3 WOODEN TREE DECORATIONS,SET OF 3 WOODEN STOCKING DECORATION,0.033202535466344704,0.03591910654995473,0.02520374283127075,0.759090909090909,21.133346065699005,0.024011137422126464,4.001845218094527,0.9853991673225512,2481.0,1.0
SET OF 3 WOODEN SLEIGH DECORATIONS,SET OF 3 WOODEN HEART DECORATIONS,0.03244793238756414,0.042710534258979777,0.01977060066405071,0.6093023255813954,14.265855863259102,0.01838473213617859,2.4502051801704687,0.961087872585406,616.0,1.0
SET OF 3 WOODEN SLEIGH DECORATIONS,SET OF 3 WOODEN STOCKING DECORATION,0.03244793238756414,0.03591910654995473,0.021883489284636282,0.6744186046511629,18.776040648817666,0.02071798854388164,2.9611056013108543,0.9784906330176046,1162.0,1.0
SET OF 3 WOODEN SLEIGH DECORATIONS,SET OF 3 WOODEN TREE DECORATIONS,0.03244793238756414,0.033202535466344704,0.02173256866888017,0.6697674418604652,20.172177589852012,0.02065521504297252,2.927626124996281,0.9823003864885007,202.0,1.0
SMALL MARSHMALLOWS PINK BOWL,SMALL DOLLY MIX DESIGN ORANGE BOWL,0.015544823422879566,0.02097796559009961,0.01252641110775732,0.8058252427184466,38.41293567088076,0.012200312336887977,5.041963477210986,0.9893463167402093,1124.0,1.0
SMALL DOLLY MIX DESIGN ORANGE BOWL,SMALL MARSHMALLOWS PINK BOWL,0.02097796559009961,0.015544823422879566,0.01252641110775732,0.5971223021582733,38.41293567088077,0.012200312336887977,2.443558384718209,0.99483675413849,1124.0,1.0
WOODEN FRAME ANTIQUE WHITE ,WOODEN PICTURE FRAME WHITE FINISH,0.0466344702686387,0.039993963175369754,0.026712948988831874,0.5728155339805825,14.32254991756732,0.024847851702205062,2.2472868589303845,0.9756803674775893,2361.0,1.0
WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE ,0.039993963175369754,0.0466344702686387,0.026712948988831874,0.6679245283018869,14.32254991756732,0.024847851702205062,2.8709302883955776,0.9689314386662368,2361.0,1.0
WOODEN HEART CHRISTMAS SCANDINAVIAN,WOODEN STAR CHRISTMAS SCANDINAVIAN,0.05946272260790824,0.06097192876546936,0.045879867189858134,0.7715736040609137,12.65457104086043,0.042254310302807886,4.110856222960056,0.9792032632930207,631.0,1.0
WOODEN STAR CHRISTMAS SCANDINAVIAN,WOODEN HEART CHRISTMAS SCANDINAVIAN,0.06097192876546936,0.05946272260790824,0.045879867189858134,0.7524752475247525,12.65457104086043,0.042254310302807886,3.799770600664051,0.9807770390295893,631.0,1.0
WOODEN STAR CHRISTMAS SCANDINAVIAN,WOODEN TREE CHRISTMAS SCANDINAVIAN,0.06097192876546936,0.038031995170540296,0.03184424992453969,0.5222772277227723,13.732575043218608,0.029525365824192837,2.013653232907263,0.9873830971282149,1042.0,1.0
WOODEN TREE CHRISTMAS SCANDINAVIAN,WOODEN HEART CHRISTMAS SCANDINAVIAN,0.038031995170540296,0.05946272260790824,0.028222155146392997,0.7420634920634921,12.479473853839336,0.025960669167341854,3.6463906754278024,0.9562359787170139,2457.0,1.0
WOODEN TREE CHRISTMAS SCANDINAVIAN,WOODEN STAR CHRISTMAS SCANDINAVIAN,0.038031995170540296,0.06097192876546936,0.03184424992453969,0.8373015873015873,13.732575043218608,0.029525365824192837,5.7715871695390675,0.963837092929362,1042.0,1.0
